activity_id,project_id,equipment_id,equipment_type,system_type,activity_type,complexity,complexity_score,planned_start_date,planned_end_date,planned_duration_days,actual_start_date,actual_end_date,status,is_delayed,delay_days,num_dependencies,contractor,contractor_performance_score,resource_availability,document_completeness_pct,weather_sensitive,prior_similar_experience,num_issues_encountered,num_change_orders,budget_variance_pct
PRJ-032-ACT-0056,PRJ-032,UPS-056,UPS,BMS,Documentation Review,Medium,2,2023-05-21,2023-06-02,12,2023-05-22,2023-05-31,Completed - On Time,False,0,3,Siemens,0.87,Full,0.74,False,True,1,1,0.095
PRJ-032-ACT-0057,PRJ-032,Fire-Alarm-Panel-057,Fire Alarm Panel,Electrical,Performance Testing,Medium,2,2023-08-13,2023-08-24,11,2023-08-14,2023-08-26,Completed - On Time,False,0,3,Siemens,0.72,Limited,0.8,False,False,2,1,0.021
PRJ-032-ACT-0058,PRJ-032,Electrical-Switchgear-058,Electrical Switchgear,HVAC,Performance Testing,Critical,4,2023-10-12,2023-10-13,1,2023-10-13,2023-10-16,Completed - Delayed,True,3,2,Siemens,0.79,Full,0.91,False,True,5,2,-0.089
PRJ-032-ACT-0059,PRJ-032,BMS-Controller-059,BMS Controller,BMS,Equipment Delivery,Low,1,2023-06-16,2023-06-20,4,2023-06-15,2023-06-21,Completed - On Time,False,0,3,Siemens,0.98,Limited,0.61,False,True,0,1,-0.042
PRJ-032-ACT-0060,PRJ-032,HVAC-Chiller-060,HVAC Chiller,BMS,Documentation Review,Critical,4,2023-10-10,2023-10-22,12,,,In Progress - At Risk,True,8,2,Siemens,0.69,Partial,0.61,False,False,4,0,0.262
PRJ-032-ACT-0061,PRJ-032,Generator-061,Generator,BMS,Installation,High,3,2023-08-10,2023-08-14,4,2023-08-10,2023-08-19,Completed - Delayed,True,5,2,Siemens,0.72,Limited,0.43,False,True,2,3,0.073
PRJ-032-ACT-0062,PRJ-032,Exhaust-Fan-062,Exhaust Fan,Plumbing,Functional Testing,Medium,2,2023-06-15,2023-06-17,2,2023-06-16,2023-06-15,Completed - On Time,False,0,4,Siemens,0.91,Limited,0.74,False,False,2,1,0.049
PRJ-032-ACT-0063,PRJ-032,VAV-Box-063,VAV Box,BMS,Equipment Delivery,Critical,4,2023-06-09,2023-06-21,12,,,In Progress - On Track,False,0,2,Siemens,0.84,Partial,0.95,False,True,0,0,0.085
PRJ-032-ACT-0064,PRJ-032,BMS-Controller-064,BMS Controller,Electrical,Documentation Review,Critical,4,2023-05-17,2023-05-24,7,2023-05-17,2023-05-28,Completed - Delayed,True,4,5,Siemens,0.81,Limited,0.5,False,True,5,2,-0.014
PRJ-032-ACT-0065,PRJ-032,Fire-Alarm-Panel-065,Fire Alarm Panel,BMS,Performance Testing,High,3,2023-06-19,2023-07-02,13,2023-06-22,2023-07-11,Completed - Delayed,True,9,0,Siemens,0.71,Full,0.54,False,False,6,2,0.226
PRJ-032-ACT-0066,PRJ-032,Generator-066,Generator,Electrical,Performance Testing,Critical,4,2023-05-28,2023-06-04,7,2023-05-27,2023-06-04,Completed - On Time,False,0,2,Siemens,0.94,Full,0.7,False,False,2,0,-0.027
PRJ-032-ACT-0067,PRJ-032,BMS-Controller-067,BMS Controller,Plumbing,Startup,Low,1,2023-08-15,2023-08-21,6,2023-08-16,2023-08-25,Completed - Delayed,True,4,4,Siemens,0.92,Limited,0.49,False,False,5,1,0.218
PRJ-032-ACT-0068,PRJ-032,Electrical-Switchgear-068,Electrical Switchgear,Plumbing,Installation,Low,1,2023-08-04,2023-08-14,10,2023-08-06,2023-08-30,Completed - Delayed,True,16,2,Siemens,0.97,Limited,0.94,False,True,0,3,0.076
PRJ-032-ACT-0069,PRJ-032,HVAC-Chiller-069,HVAC Chiller,HVAC,Functional Testing,High,3,2023-10-09,2023-10-11,2,2023-10-13,2023-10-17,Completed - Delayed,True,6,1,Siemens,0.72,Partial,0.88,False,True,7,1,0.126
PRJ-032-ACT-0070,PRJ-032,UPS-070,UPS,BMS,Startup,Critical,4,2023-07-11,2023-07-15,4,2023-07-13,2023-07-15,Completed - On Time,False,0,3,Siemens,0.75,Full,0.68,False,True,2,0,0.045
PRJ-032-ACT-0071,PRJ-032,Transformer-071,Transformer,Electrical,Installation,High,3,2023-06-16,2023-06-20,4,,,In Progress - On Track,False,0,4,Siemens,0.9,Partial,0.89,False,True,0,0,0.094
PRJ-032-ACT-0072,PRJ-032,Fire-Alarm-Panel-072,Fire Alarm Panel,BMS,Documentation Review,High,3,2023-07-01,2023-07-04,3,,,In Progress - At Risk,True,17,2,Siemens,0.99,Limited,0.63,False,False,8,3,0.071
PRJ-032-ACT-0073,PRJ-032,Pump-073,Pump,Fire Protection,Startup,Critical,4,2023-10-08,2023-10-13,5,2023-10-11,2023-10-27,Completed - Delayed,True,14,2,Siemens,0.84,Partial,0.74,False,True,8,3,0.224
PRJ-032-ACT-0074,PRJ-032,Exhaust-Fan-074,Exhaust Fan,Electrical,Performance Testing,Low,1,2023-06-04,2023-06-06,2,2023-06-07,2023-06-20,Completed - Delayed,True,14,4,Siemens,0.72,Limited,0.82,False,True,0,0,0.288
PRJ-032-ACT-0075,PRJ-032,Fan-075,Fan,Electrical,Startup,Low,1,2023-06-05,2023-06-09,4,,,In Progress - On Track,False,0,5,Siemens,0.64,Partial,0.5,False,True,2,0,0.015
PRJ-032-ACT-0076,PRJ-032,Air-Handler-076,Air Handler,Plumbing,Documentation Review,Medium,2,2023-08-22,2023-08-25,3,2023-08-22,2023-09-08,Completed - Delayed,True,14,4,Siemens,0.8,Limited,0.69,False,True,4,2,0.079
PRJ-032-ACT-0077,PRJ-032,Boiler-077,Boiler,BMS,Documentation Review,Low,1,2023-08-11,2023-08-17,6,2023-08-14,2023-08-26,Completed - Delayed,True,9,0,Siemens,0.86,Limited,0.61,False,False,5,2,-0.018
PRJ-032-ACT-0078,PRJ-032,Boiler-078,Boiler,Electrical,Performance Testing,Medium,2,2023-05-13,2023-05-23,10,,,In Progress - At Risk,True,17,3,Siemens,0.75,Full,0.56,False,True,4,1,0.133
PRJ-032-ACT-0079,PRJ-032,VAV-Box-079,VAV Box,Fire Protection,Startup,Medium,2,2023-07-05,2023-07-09,4,2023-07-05,2023-07-16,Completed - Delayed,True,7,3,Siemens,0.73,Partial,0.5,False,True,1,2,0.192
PRJ-032-ACT-0080,PRJ-032,HVAC-Chiller-080,HVAC Chiller,Plumbing,Equipment Delivery,Low,1,2023-06-09,2023-06-21,12,2023-06-08,2023-07-12,Completed - Delayed,True,21,2,Siemens,0.61,Limited,0.57,False,True,5,0,0.23
PRJ-032-ACT-0081,PRJ-032,Transformer-081,Transformer,Plumbing,Documentation Review,Medium,2,2023-10-16,2023-10-19,3,2023-10-18,2023-10-18,Completed - On Time,False,0,3,Siemens,0.77,Limited,0.81,False,True,1,0,-0.0
PRJ-032-ACT-0082,PRJ-032,Fire-Alarm-Panel-082,Fire Alarm Panel,BMS,Installation,Critical,4,2023-09-14,2023-09-17,3,2023-09-15,2023-09-19,Completed - On Time,False,0,2,Siemens,0.73,Full,0.99,False,True,0,1,0.098
PRJ-032-ACT-0083,PRJ-032,UPS-083,UPS,Plumbing,Functional Testing,Low,1,2023-10-13,2023-10-21,8,2023-10-11,2023-10-31,Completed - Delayed,True,10,3,Siemens,0.95,Full,0.67,False,False,2,0,0.074
PRJ-032-ACT-0084,PRJ-032,HVAC-Chiller-084,HVAC Chiller,Fire Protection,Equipment Delivery,High,3,2023-08-24,2023-08-30,6,2023-08-26,2023-09-01,Completed - On Time,False,0,4,Siemens,0.84,Limited,0.71,False,False,1,0,0.058
PRJ-032-ACT-0085,PRJ-032,Air-Handler-085,Air Handler,BMS,Equipment Delivery,Low,1,2023-07-02,2023-07-07,5,,,In Progress - At Risk,True,21,0,Siemens,0.73,Limited,0.69,False,True,4,2,-0.048
PRJ-032-ACT-0086,PRJ-032,Generator-086,Generator,Fire Protection,Equipment Delivery,High,3,2023-05-10,2023-05-17,7,2023-05-10,2023-05-19,Completed - On Time,False,0,0,Siemens,0.81,Full,0.71,True,True,2,0,0.087
PRJ-032-ACT-0087,PRJ-032,BMS-Controller-087,BMS Controller,Plumbing,Documentation Review,Medium,2,2023-09-05,2023-09-17,12,2023-09-06,2023-09-28,Completed - Delayed,True,11,4,Siemens,0.99,Limited,0.77,False,True,4,1,0.108
PRJ-032-ACT-0088,PRJ-032,Electrical-Switchgear-088,Electrical Switchgear,HVAC,Equipment Delivery,Medium,2,2023-07-06,2023-07-09,3,2023-07-07,2023-07-18,Completed - Delayed,True,9,2,Siemens,0.76,Partial,0.71,False,True,1,3,0.015
PRJ-032-ACT-0089,PRJ-032,Electrical-Switchgear-089,Electrical Switchgear,HVAC,Installation,High,3,2023-09-30,2023-10-05,5,2023-10-03,2023-10-26,Completed - Delayed,True,21,0,Siemens,0.6,Partial,0.97,False,False,2,2,-0.056
PRJ-032-ACT-0090,PRJ-032,Electrical-Switchgear-090,Electrical Switchgear,Plumbing,Documentation Review,Medium,2,2023-08-23,2023-08-25,2,2023-08-27,2023-09-01,Completed - Delayed,True,7,1,Siemens,0.67,Limited,0.72,False,True,3,1,0.14
PRJ-032-ACT-0091,PRJ-032,Boiler-091,Boiler,Electrical,Documentation Review,Critical,4,2023-06-19,2023-06-24,5,,,In Progress - At Risk,True,21,1,Siemens,0.79,Limited,0.47,False,True,7,0,0.084
PRJ-032-ACT-0092,PRJ-032,Generator-092,Generator,BMS,Startup,Medium,2,2023-10-16,2023-10-28,12,2023-10-21,2023-11-17,Completed - Delayed,True,20,5,Siemens,0.78,Full,0.48,False,False,6,3,0.045
PRJ-032-ACT-0093,PRJ-032,HVAC-Chiller-093,HVAC Chiller,Plumbing,Functional Testing,Medium,2,2023-09-09,2023-09-15,6,2023-09-10,2023-09-28,Completed - Delayed,True,13,5,Siemens,0.84,Full,0.69,False,False,3,1,0.018
PRJ-032-ACT-0094,PRJ-032,UPS-094,UPS,Plumbing,Startup,Low,1,2023-08-31,2023-09-02,2,2023-08-31,2023-09-04,Completed - On Time,False,0,3,Siemens,0.94,Partial,0.79,False,True,1,0,0.095
PRJ-032-ACT-0095,PRJ-032,Fire-Alarm-Panel-095,Fire Alarm Panel,Plumbing,Performance Testing,Critical,4,2023-06-13,2023-06-17,4,,,In Progress - At Risk,True,6,3,Siemens,0.83,Full,0.97,False,True,3,2,-0.053
PRJ-032-ACT-0096,PRJ-032,Pump-096,Pump,Fire Protection,Installation,Low,1,2023-08-28,2023-09-04,7,2023-08-27,2023-09-05,Completed - On Time,False,0,1,Siemens,0.82,Full,0.81,False,True,0,0,0.024
PRJ-032-ACT-0097,PRJ-032,UPS-097,UPS,HVAC,Functional Testing,Medium,2,2023-05-11,2023-05-24,13,2023-05-10,2023-05-26,Completed - On Time,False,0,5,Siemens,0.95,Full,0.55,False,False,0,1,0.031
PRJ-032-ACT-0098,PRJ-032,Generator-098,Generator,BMS,Functional Testing,Medium,2,2023-09-08,2023-09-10,2,2023-09-08,2023-09-29,Completed - Delayed,True,19,1,Siemens,0.74,Partial,0.5,True,True,7,0,0.161
PRJ-032-ACT-0099,PRJ-032,HVAC-Chiller-099,HVAC Chiller,Fire Protection,Equipment Delivery,High,3,2023-07-01,2023-07-11,10,2023-07-02,2023-07-27,Completed - Delayed,True,16,4,Siemens,0.67,Partial,0.73,False,True,0,0,0.159
PRJ-032-ACT-0100,PRJ-032,Generator-100,Generator,HVAC,Startup,High,3,2023-09-18,2023-09-27,9,2023-09-21,2023-09-28,Completed - Delayed,True,1,5,Siemens,0.77,Partial,0.45,True,True,7,3,-0.09
PRJ-032-ACT-0101,PRJ-032,Pump-101,Pump,Fire Protection,Startup,Low,1,2023-06-15,2023-06-19,4,,,In Progress - At Risk,True,19,3,Siemens,0.96,Partial,0.9,False,False,7,2,-0.038
PRJ-032-ACT-0102,PRJ-032,Fire-Alarm-Panel-102,Fire Alarm Panel,Plumbing,Startup,High,3,2023-06-21,2023-06-23,2,2023-06-24,2023-06-28,Completed - Delayed,True,5,1,Siemens,0.9,Partial,0.7,False,False,0,3,0.271
PRJ-032-ACT-0103,PRJ-032,HVAC-Chiller-103,HVAC Chiller,BMS,Documentation Review,High,3,2023-09-10,2023-09-13,3,,,In Progress - At Risk,True,5,0,Siemens,0.8,Partial,0.49,False,True,0,0,0.016
PRJ-032-ACT-0104,PRJ-032,Fire-Alarm-Panel-104,Fire Alarm Panel,HVAC,Functional Testing,Critical,4,2023-08-02,2023-08-13,11,,,In Progress - At Risk,True,14,0,Siemens,0.84,Limited,0.73,False,True,3,0,0.228
PRJ-032-ACT-0105,PRJ-032,Cooling-Tower-105,Cooling Tower,Electrical,Startup,Critical,4,2023-08-23,2023-08-31,8,2023-08-26,2023-09-20,Completed - Delayed,True,20,2,Siemens,0.92,Partial,0.75,True,False,4,3,0.182
PRJ-032-ACT-0106,PRJ-032,VAV-Box-106,VAV Box,Electrical,Documentation Review,Low,1,2023-07-29,2023-08-02,4,2023-08-03,2023-08-20,Completed - Delayed,True,18,2,Siemens,0.63,Full,0.98,False,False,5,3,0.283
PRJ-032-ACT-0107,PRJ-032,Boiler-107,Boiler,Electrical,Functional Testing,Low,1,2023-09-18,2023-09-20,2,2023-09-16,2023-09-29,Completed - Delayed,True,9,2,Siemens,0.63,Full,0.45,False,True,3,2,0.212
PRJ-032-ACT-0108,PRJ-032,HVAC-Chiller-108,HVAC Chiller,BMS,Functional Testing,Critical,4,2023-09-25,2023-10-07,12,2023-09-28,2023-10-27,Completed - Delayed,True,20,5,Siemens,0.82,Limited,0.83,False,False,5,2,0.035
PRJ-032-ACT-0109,PRJ-032,Generator-109,Generator,HVAC,Documentation Review,Medium,2,2023-07-25,2023-08-04,10,2023-07-26,2023-08-22,Completed - Delayed,True,18,1,Siemens,0.6,Full,0.65,True,False,8,1,0.146
PRJ-032-ACT-0110,PRJ-032,Pump-110,Pump,HVAC,Installation,Medium,2,2023-08-17,2023-08-28,11,2023-08-18,2023-08-30,Completed - Delayed,True,2,2,Siemens,0.76,Limited,0.46,False,True,2,0,0.211
PRJ-032-ACT-0111,PRJ-032,VAV-Box-111,VAV Box,BMS,Functional Testing,High,3,2023-09-07,2023-09-09,2,2023-09-06,2023-09-11,Completed - On Time,False,0,2,Siemens,0.65,Full,0.48,False,False,0,0,0.053
PRJ-032-ACT-0112,PRJ-032,Cooling-Tower-112,Cooling Tower,Fire Protection,Installation,Medium,2,2023-07-09,2023-07-18,9,2023-07-10,2023-07-27,Completed - Delayed,True,9,2,Siemens,0.66,Full,0.92,False,False,3,3,0.18
PRJ-032-ACT-0113,PRJ-032,Fan-113,Fan,Electrical,Installation,Low,1,2023-07-07,2023-07-17,10,2023-07-06,2023-07-17,Completed - On Time,False,0,5,Siemens,0.89,Full,0.76,False,False,0,0,0.04
PRJ-032-ACT-0114,PRJ-032,Electrical-Switchgear-114,Electrical Switchgear,Electrical,Equipment Delivery,High,3,2023-08-20,2023-09-02,13,2023-08-21,2023-09-10,Completed - Delayed,True,8,4,Siemens,0.75,Limited,0.64,False,True,8,1,0.064
PRJ-032-ACT-0115,PRJ-032,Fan-115,Fan,Electrical,Startup,Low,1,2023-05-09,2023-05-22,13,,,In Progress - At Risk,True,16,2,Siemens,1.0,Full,0.82,False,False,0,3,0.149
PRJ-032-ACT-0116,PRJ-032,Air-Handler-116,Air Handler,Plumbing,Installation,Medium,2,2023-09-02,2023-09-03,1,2023-09-04,2023-09-21,Completed - Delayed,True,18,5,Siemens,0.91,Limited,0.41,False,False,7,3,0.231
PRJ-032-ACT-0117,PRJ-032,VAV-Box-117,VAV Box,Plumbing,Functional Testing,Low,1,2023-08-17,2023-08-31,14,,,In Progress - On Track,False,0,0,Siemens,0.81,Partial,0.8,False,False,0,1,0.089
PRJ-032-ACT-0118,PRJ-032,Transformer-118,Transformer,Electrical,Startup,Medium,2,2023-05-21,2023-05-31,10,2023-05-25,2023-06-15,Completed - Delayed,True,15,4,Siemens,0.79,Full,0.46,False,False,8,2,0.037
PRJ-032-ACT-0119,PRJ-032,Pump-119,Pump,Electrical,Functional Testing,Medium,2,2023-09-02,2023-09-05,3,2023-09-07,2023-09-15,Completed - Delayed,True,10,0,Siemens,0.7,Partial,0.88,False,True,1,3,0.238
PRJ-032-ACT-0120,PRJ-032,Boiler-120,Boiler,Plumbing,Startup,Low,1,2023-09-01,2023-09-12,11,2023-09-01,2023-09-24,Completed - Delayed,True,12,1,Siemens,0.83,Limited,0.52,False,True,4,3,-0.059
PRJ-032-ACT-0121,PRJ-032,Electrical-Switchgear-121,Electrical Switchgear,HVAC,Documentation Review,Critical,4,2023-07-18,2023-07-20,2,2023-07-16,2023-07-21,Completed - Delayed,True,1,3,Siemens,0.81,Partial,0.46,False,True,6,1,0.071
PRJ-032-ACT-0122,PRJ-032,Fan-122,Fan,Plumbing,Equipment Delivery,High,3,2023-09-13,2023-09-26,13,,,In Progress - At Risk,True,6,2,Siemens,0.63,Full,0.47,False,False,6,3,0.036
PRJ-032-ACT-0123,PRJ-032,UPS-123,UPS,Fire Protection,Performance Testing,High,3,2023-08-17,2023-08-28,11,2023-08-21,2023-09-10,Completed - Delayed,True,13,5,Siemens,0.76,Limited,0.45,False,False,4,1,0.082
PRJ-032-ACT-0124,PRJ-032,VAV-Box-124,VAV Box,Plumbing,Functional Testing,High,3,2023-06-18,2023-06-21,3,2023-06-19,2023-07-08,Completed - Delayed,True,17,2,Siemens,0.79,Partial,0.86,False,False,2,2,0.086
PRJ-032-ACT-0125,PRJ-032,Transformer-125,Transformer,HVAC,Functional Testing,Medium,2,2023-08-21,2023-09-01,11,,,In Progress - On Track,False,0,2,Siemens,0.93,Limited,0.6,False,True,2,1,0.008
PRJ-032-ACT-0126,PRJ-032,Cooling-Tower-126,Cooling Tower,Plumbing,Equipment Delivery,Medium,2,2023-09-07,2023-09-12,5,2023-09-09,2023-09-11,Completed - On Time,False,0,3,Siemens,0.83,Full,0.61,True,True,1,1,0.081
PRJ-032-ACT-0127,PRJ-032,Transformer-127,Transformer,HVAC,Startup,Low,1,2023-09-21,2023-10-04,13,,,In Progress - At Risk,True,9,2,Siemens,0.8,Partial,0.59,False,False,7,2,-0.071
PRJ-032-ACT-0128,PRJ-032,Air-Handler-128,Air Handler,HVAC,Equipment Delivery,Low,1,2023-05-09,2023-05-23,14,,,In Progress - On Track,False,0,0,Siemens,0.61,Full,0.65,False,True,1,1,0.019
PRJ-032-ACT-0129,PRJ-032,Generator-129,Generator,HVAC,Equipment Delivery,Medium,2,2023-07-03,2023-07-07,4,,,In Progress - On Track,False,0,0,Siemens,0.82,Full,0.54,False,False,1,1,-0.029
PRJ-032-ACT-0130,PRJ-032,Fan-130,Fan,Electrical,Startup,Medium,2,2023-08-11,2023-08-14,3,2023-08-13,2023-08-13,Completed - On Time,False,0,5,Siemens,0.83,Partial,0.6,False,False,1,0,0.003
PRJ-032-ACT-0131,PRJ-032,BMS-Controller-131,BMS Controller,HVAC,Functional Testing,Critical,4,2023-09-26,2023-10-03,7,2023-09-25,2023-10-02,Completed - On Time,False,0,0,Siemens,0.87,Full,0.72,False,False,0,1,-0.027
PRJ-032-ACT-0132,PRJ-032,Fire-Alarm-Panel-132,Fire Alarm Panel,BMS,Performance Testing,High,3,2023-09-17,2023-09-20,3,2023-09-19,2023-10-06,Completed - Delayed,True,16,0,Siemens,0.92,Partial,0.49,False,True,4,3,0.025
PRJ-032-ACT-0133,PRJ-032,Fan-133,Fan,Electrical,Functional Testing,High,3,2023-07-17,2023-07-27,10,2023-07-19,2023-08-13,Completed - Delayed,True,17,1,Siemens,0.75,Limited,0.96,False,False,0,3,0.16
PRJ-032-ACT-0134,PRJ-032,Air-Handler-134,Air Handler,Fire Protection,Functional Testing,Medium,2,2023-06-28,2023-07-11,13,2023-06-30,2023-07-22,Completed - Delayed,True,11,3,Siemens,0.97,Partial,0.46,False,True,8,2,0.255
PRJ-032-ACT-0135,PRJ-032,Boiler-135,Boiler,BMS,Startup,High,3,2023-09-15,2023-09-21,6,2023-09-19,2023-10-06,Completed - Delayed,True,15,5,Siemens,0.68,Full,0.44,False,True,0,2,0.105
PRJ-032-ACT-0136,PRJ-032,Pump-136,Pump,Plumbing,Startup,Low,1,2023-05-25,2023-06-01,7,,,In Progress - At Risk,True,7,4,Siemens,0.63,Partial,1.0,False,False,8,3,0.283
PRJ-032-ACT-0137,PRJ-032,Air-Handler-137,Air Handler,Plumbing,Performance Testing,High,3,2023-08-02,2023-08-08,6,2023-08-07,2023-08-27,Completed - Delayed,True,19,3,Siemens,0.65,Partial,0.72,False,False,8,0,-0.063
PRJ-032-ACT-0138,PRJ-032,Transformer-138,Transformer,HVAC,Documentation Review,High,3,2023-10-06,2023-10-07,1,2023-10-08,2023-10-09,Completed - On Time,False,0,1,Siemens,0.7,Full,0.94,False,True,2,0,0.047
PRJ-032-ACT-0139,PRJ-032,Generator-139,Generator,Plumbing,Functional Testing,Medium,2,2023-09-06,2023-09-16,10,2023-09-05,2023-09-30,Completed - Delayed,True,14,5,Siemens,0.78,Partial,0.45,False,False,7,3,0.051
PRJ-032-ACT-0140,PRJ-032,BMS-Controller-140,BMS Controller,HVAC,Startup,Critical,4,2023-09-03,2023-09-05,2,2023-09-04,2023-09-22,Completed - Delayed,True,17,0,Siemens,0.82,Full,0.43,False,False,8,3,0.031
PRJ-032-ACT-0141,PRJ-032,Fan-141,Fan,BMS,Functional Testing,Low,1,2023-05-27,2023-06-07,11,,,In Progress - At Risk,True,10,1,Siemens,0.67,Limited,0.55,False,False,8,2,-0.065
PRJ-032-ACT-0142,PRJ-032,Electrical-Switchgear-142,Electrical Switchgear,Electrical,Functional Testing,Medium,2,2023-06-16,2023-06-18,2,2023-06-17,2023-07-04,Completed - Delayed,True,16,3,Siemens,0.85,Limited,0.52,False,True,5,2,0.218
PRJ-032-ACT-0143,PRJ-032,Cooling-Tower-143,Cooling Tower,Fire Protection,Performance Testing,Critical,4,2023-06-28,2023-07-03,5,,,In Progress - At Risk,True,14,5,Siemens,0.87,Partial,0.55,True,True,6,0,0.18
PRJ-032-ACT-0144,PRJ-032,Exhaust-Fan-144,Exhaust Fan,Fire Protection,Functional Testing,Medium,2,2023-05-23,2023-05-24,1,2023-05-23,2023-06-09,Completed - Delayed,True,16,2,Siemens,0.67,Limited,0.94,False,True,7,0,-0.053
PRJ-032-ACT-0145,PRJ-032,HVAC-Chiller-145,HVAC Chiller,Electrical,Documentation Review,High,3,2023-07-05,2023-07-19,14,,,In Progress - At Risk,True,18,4,Siemens,0.61,Partial,0.52,False,True,6,1,-0.038
PRJ-032-ACT-0146,PRJ-032,HVAC-Chiller-146,HVAC Chiller,BMS,Equipment Delivery,High,3,2023-10-01,2023-10-07,6,2023-10-03,2023-10-23,Completed - Delayed,True,16,0,Siemens,0.81,Partial,0.87,False,False,5,0,-0.014
PRJ-032-ACT-0147,PRJ-032,BMS-Controller-147,BMS Controller,BMS,Performance Testing,Medium,2,2023-08-01,2023-08-14,13,2023-08-02,2023-08-28,Completed - Delayed,True,14,3,Siemens,0.92,Limited,0.53,False,True,6,3,-0.031
PRJ-032-ACT-0148,PRJ-032,BMS-Controller-148,BMS Controller,BMS,Documentation Review,Low,1,2023-07-16,2023-07-23,7,2023-07-16,2023-08-10,Completed - Delayed,True,18,5,Siemens,0.63,Partial,0.84,False,False,7,1,0.171
PRJ-032-ACT-0149,PRJ-032,Transformer-149,Transformer,Fire Protection,Functional Testing,High,3,2023-09-03,2023-09-08,5,2023-09-04,2023-09-16,Completed - Delayed,True,8,3,Siemens,0.73,Limited,0.99,False,False,3,2,0.12
PRJ-032-ACT-0150,PRJ-032,Generator-150,Generator,BMS,Documentation Review,Medium,2,2023-08-09,2023-08-12,3,,,In Progress - On Track,False,0,1,Siemens,0.88,Partial,0.96,False,True,0,0,0.079
PRJ-032-ACT-0151,PRJ-032,Generator-151,Generator,HVAC,Functional Testing,Critical,4,2023-08-31,2023-09-03,3,2023-09-03,2023-09-05,Completed - Delayed,True,2,3,Siemens,0.64,Partial,0.89,True,True,1,2,0.143
PRJ-032-ACT-0152,PRJ-032,UPS-152,UPS,HVAC,Documentation Review,High,3,2023-07-01,2023-07-09,8,2023-07-02,2023-07-29,Completed - Delayed,True,20,1,Siemens,0.97,Limited,0.91,False,True,1,0,-0.09
PRJ-032-ACT-0153,PRJ-032,Electrical-Switchgear-153,Electrical Switchgear,Plumbing,Installation,High,3,2023-06-02,2023-06-10,8,,,In Progress - On Track,False,0,5,Siemens,0.81,Full,0.83,False,False,2,0,0.095
PRJ-032-ACT-0154,PRJ-032,Exhaust-Fan-154,Exhaust Fan,HVAC,Documentation Review,High,3,2023-09-19,2023-09-30,11,2023-09-20,2023-10-09,Completed - Delayed,True,9,0,Siemens,0.97,Full,0.89,False,True,6,2,0.3
PRJ-032-ACT-0155,PRJ-032,UPS-155,UPS,HVAC,Performance Testing,High,3,2023-08-17,2023-08-29,12,2023-08-22,2023-09-17,Completed - Delayed,True,19,1,Siemens,0.94,Partial,0.64,False,True,3,0,0.24
PRJ-032-ACT-0156,PRJ-032,Fan-156,Fan,Electrical,Performance Testing,Low,1,2023-08-01,2023-08-15,14,2023-07-30,2023-09-02,Completed - Delayed,True,18,4,Siemens,0.89,Partial,0.61,False,False,4,3,0.289
PRJ-032-ACT-0157,PRJ-032,Cooling-Tower-157,Cooling Tower,Electrical,Installation,Critical,4,2023-09-15,2023-09-24,9,2023-09-14,2023-09-29,Completed - Delayed,True,5,3,Siemens,0.83,Full,0.75,False,True,5,2,-0.07
PRJ-032-ACT-0158,PRJ-032,Exhaust-Fan-158,Exhaust Fan,Fire Protection,Equipment Delivery,High,3,2023-09-28,2023-09-30,2,2023-10-03,2023-10-07,Completed - Delayed,True,7,4,Siemens,0.87,Full,0.97,False,False,8,2,-0.09
PRJ-033-ACT-0001,PRJ-033,HVAC-Chiller-001,HVAC Chiller,HVAC,Performance Testing,High,3,2024-10-11,2024-10-21,10,,,In Progress - On Track,False,0,0,Johnson Controls,0.9,Partial,0.7,False,True,2,0,0.051
PRJ-033-ACT-0002,PRJ-033,Boiler-002,Boiler,HVAC,Equipment Delivery,Low,1,2024-02-14,2024-02-20,6,2024-02-17,2024-02-24,Completed - Delayed,True,4,0,Johnson Controls,0.81,Limited,0.5,False,True,6,3,0.107
PRJ-033-ACT-0003,PRJ-033,Boiler-003,Boiler,Fire Protection,Installation,Critical,4,2024-01-03,2024-01-14,11,2024-01-05,2024-01-14,Completed - On Time,False,0,0,Johnson Controls,0.86,Limited,0.9,False,False,0,0,0.05
PRJ-033-ACT-0004,PRJ-033,VAV-Box-004,VAV Box,BMS,Equipment Delivery,Medium,2,2024-05-01,2024-05-15,14,2024-05-01,2024-05-14,Completed - On Time,False,0,0,Johnson Controls,0.85,Full,0.56,False,True,1,1,0.047
PRJ-033-ACT-0005,PRJ-033,Fan-005,Fan,Electrical,Functional Testing,Low,1,2024-05-30,2024-06-02,3,2024-06-02,2024-06-11,Completed - Delayed,True,9,0,Johnson Controls,0.89,Limited,0.55,False,True,4,3,-0.089
PRJ-033-ACT-0006,PRJ-033,Boiler-006,Boiler,BMS,Performance Testing,Low,1,2024-09-15,2024-09-19,4,,,In Progress - At Risk,True,21,0,Johnson Controls,0.73,Limited,0.67,False,False,2,3,0.229
PRJ-033-ACT-0007,PRJ-033,Transformer-007,Transformer,BMS,Installation,Medium,2,2023-12-13,2023-12-27,14,2023-12-18,2023-12-28,Completed - Delayed,True,1,0,Johnson Controls,0.74,Full,0.43,False,True,0,0,0.204
PRJ-033-ACT-0008,PRJ-033,Electrical-Switchgear-008,Electrical Switchgear,HVAC,Functional Testing,Low,1,2024-03-31,2024-04-11,11,,,In Progress - At Risk,True,17,0,Johnson Controls,0.68,Limited,0.73,False,True,4,1,0.094
